schoolid,schoolname,calendaryear,transin,transout,transout1l,transjd1gpa75,transjd1gpa50,transjd1gpa25
00325600,Drexel University,2014,2,4,,,,
00325600,Drexel University,2015,3,3,,,,
00325600,Drexel University,2016,2,3,,,,
00325600,Drexel University,2017,1,,2,0,0,0
00325800,Duquesne University,2011,0,14,,,,
00325800,Duquesne University,2012,2,6,,,,
00325800,Duquesne University,2013,2,2,,,,
00325800,Duquesne University,2014,2,1,,,,
00325800,Duquesne University,2015,2,1,,,,
00325800,Duquesne University,2016,0,3,,,,
00325800,Duquesne University,2017,2,,0,0,0,0
00331301,Widener University-Delaware,2011,2,40,,,,
00331301,Widener University-Delaware,2012,3,40,,,,
00331301,Widener University-Delaware,2013,4,35,,,,
00331301,Widener University-Delaware,2014,0,26,,,,
00331301,Widener University-Delaware,2015,1,19,,,,
00331301,Widener University-Delaware,2016,1,19,,,,
00331301,Widener University-Delaware,2017,1,,10,0,0,0
00331302,Widener Commonwealth,2011,1,17,,,,
00331302,Widener Commonwealth,2012,1,9,,,,
00331302,Widener Commonwealth,2013,4,2,,,,
00331302,Widener Commonwealth,2014,2,2,,,,
00331302,Widener Commonwealth,2015,2,8,,,,
00331302,Widener Commonwealth,2016,0,0,,,,
00331302,Widener Commonwealth,2017,8,,2,0,0,0
00332900,Pennsylvania State University-Penn State Law,2015,0,5,,,,
00332900,Pennsylvania State University-Penn State Law,2016,0,3,,,,
00332900,Pennsylvania State University-Penn State Law,2017,0,,2,0,0,0
00332922,Pennsylvania State University,2011,5,20,,,,
00332922,Pennsylvania State University,2012,4,8,,,,
00332922,Pennsylvania State University,2013,9,8,,,,
00332922,Pennsylvania State University,2014,1,5,,,,
00332923,Pennsylvania State University-Dickinson School of Law,2015,0,2,,,,
00332923,Pennsylvania State University-Dickinson School of Law,2016,0,0,,,,
00332923,Pennsylvania State University-Dickinson School of Law,2017,2,,1,0,0,0
00337101,Temple University,2011,3,7,,,,
00337101,Temple University,2012,4,8,,,,
00337101,Temple University,2013,7,6,,,,
00337101,Temple University,2014,6,8,,,3.17,
00337101,Temple University,2015,11,3,,,3.36,
00337101,Temple University,2016,8,3,,,3.21,
00337101,Temple University,2017,5,,0,0,0,0
00337800,University of Pennsylvania,2011,25,4,,,,
00337800,University of Pennsylvania,2012,24,6,,,,
00337800,University of Pennsylvania,2013,12,3,,,,
00337800,University of Pennsylvania,2014,12,2,,3.77,3.73,3.63
00337800,University of Pennsylvania,2015,16,2,,3.72,3.67,3.64
00337800,University of Pennsylvania,2016,15,4,,3.88,3.71,3.67
00337800,University of Pennsylvania,2017,9,,4,0,0,0
00337900,University of Pittsburgh,2011,10,10,,,,
00337900,University of Pittsburgh,2012,6,4,,,,
00337900,University of Pittsburgh,2013,3,6,,,,
00337900,University of Pittsburgh,2014,6,3,,,3.08,
00337900,University of Pittsburgh,2015,5,3,,,,
00337900,University of Pittsburgh,2016,4,1,,,,
00337900,University of Pittsburgh,2017,1,,6,0,0,0
00338801,Villanova University,2011,20,17,,,,
00338801,Villanova University,2012,14,5,,,,
00338801,Villanova University,2013,14,4,,,,
00338801,Villanova University,2014,5,0,,,,
00338801,Villanova University,2015,11,3,,,2.93,
00338801,Villanova University,2016,5,1,,,,
00338801,Villanova University,2017,3,,4,0,0,0
00341001,Roger Williams University,2011,5,11,,,,
00341001,Roger Williams University,2012,5,5,,,,
00341001,Roger Williams University,2013,0,6,,,,
00341001,Roger Williams University,2014,4,4,,,,
00341001,Roger Williams University,2015,5,8,,,,
00341001,Roger Williams University,2016,3,4,,,,
00341001,Roger Williams University,2017,4,,8,0,0,0
00344800,University of South Carolina,2011,9,5,,,,
00344800,University of South Carolina,2012,8,7,,,,
00344800,University of South Carolina,2013,14,3,,,,
00344800,University of South Carolina,2014,10,5,,,3.22,
00344800,University of South Carolina,2015,13,6,,3.47,3.37,3.13
00344800,University of South Carolina,2016,3,6,,,,
00344800,University of South Carolina,2017,9,,2,0,0,0
00347400,University of South Dakota,2011,2,1,,,,
00347400,University of South Dakota,2012,2,5,,,,
00347400,University of South Dakota,2013,1,1,,,,
00347400,University of South Dakota,2014,1,4,,,,
00347400,University of South Dakota,2015,3,4,,,,
00347400,University of South Dakota,2016,2,1,,,,
00347400,University of South Dakota,2017,1,,0,0,0,0
00347900,Belmont University,2011,0,0,,,,
00347900,Belmont University,2012,2,0,,,,
00347900,Belmont University,2013,6,0,,,,
00347900,Belmont University,2014,1,2,,,,
00347900,Belmont University,2015,4,1,,,,
00347900,Belmont University,2016,2,2,,,,
00347900,Belmont University,2017,1,,2,0,0,0
00350200,Lincoln Memorial University,2014,1,0,,,,
00350200,Lincoln Memorial University,2015,4,0,,,,
00350200,Lincoln Memorial University,2016,6,0,,,2.63,
00350200,Lincoln Memorial University,2017,33,,0,2.74,2.42,2.27
00350900,University of Memphis,2011,2,2,,,,
00350900,University of Memphis,2012,4,7,,,,
00350900,University of Memphis,2013,2,0,,,,
00350900,University of Memphis,2014,1,3,,,,
00350900,University of Memphis,2015,3,5,,,,
00350900,University of Memphis,2016,1,3,,,,
00350900,University of Memphis,2017,4,,1,0,0,0
00353000,University of Tennessee,2011,7,3,,,,
00353000,University of Tennessee,2012,6,3,,,,
00353000,University of Tennessee,2013,5,0,,,,
00353000,University of Tennessee,2014,11,3,,,2.96,
00353000,University of Tennessee,2015,7,1,,,3.19,
00353000,University of Tennessee,2016,5,2,,,,
00353000,University of Tennessee,2017,1,,1,0,0,0
00353500,Vanderbilt University,2011,13,4,,,,
00353500,Vanderbilt University,2012,10,2,,,,
00353500,Vanderbilt University,2013,7,3,,,,
00353500,Vanderbilt University,2014,9,3,,,3.38,
00353500,Vanderbilt University,2015,16,1,,3.5,3.42,3.33
00353500,Vanderbilt University,2016,13,4,,3.54,3.39,3.35
00353500,Vanderbilt University,2017,8,,3,0,0,0
00354500,Baylor University,2011,0,3,,,,
00354500,Baylor University,2012,1,4,,,,
00354500,Baylor University,2013,2,2,,,,
00354500,Baylor University,2014,3,9,,,,
00354500,Baylor University,2015,1,4,,,,
00354500,Baylor University,2016,0,1,,,,
00354500,Baylor University,2017,0,,1,0,0,0
00361300,Southern Methodist University,2011,21,2,,,,
00361300,Southern Methodist University,2012,31,4,,,,
00361300,Southern Methodist University,2013,29,7,,,,
00361300,Southern Methodist University,2014,22,4,,3.42,3.16,2.95
00361300,Southern Methodist University,2015,20,4,,3.15,2.93,2.8
00361300,Southern Methodist University,2016,26,3,,3.28,3.15,3.08
00361300,Southern Methodist University,2017,42,,0,3.34,2.9,2.74
00362300,St. Mary's University,2011,4,5,,,,
00362300,St. Mary's University,2012,3,5,,,,
00362300,St. Mary's University,2013,5,20,,,,
00362300,St. Mary's University,2014,4,16,,,,
00362300,St. Mary's University,2015,9,5,,,146,
00362300,St. Mary's University,2016,7,12,,,2.61,
00362300,St. Mary's University,2017,6,,2,0,0,0
00364200,Texas Southern University,2011,1,4,,,,
00364200,Texas Southern University,2012,5,13,,,,
00364200,Texas Southern University,2013,2,12,,,,
00364200,Texas Southern University,2014,0,14,,,,
00364200,Texas Southern University,2015,0,13,,,,
00364200,Texas Southern University,2016,0,14,,,,
00364200,Texas Southern University,2017,0,,19,0,0,0
00364400,Texas Tech University,2011,9,2,,,,
00364400,Texas Tech University,2012,3,5,,,,
00364400,Texas Tech University,2013,5,9,,,,
00364400,Texas Tech University,2014,4,7,,,,
00364400,Texas Tech University,2015,2,12,,,,
00364400,Texas Tech University,2016,5,6,,,,
00364400,Texas Tech University,2017,4,,5,0,0,0
00364500,Texas A&M University,2011,5,14,,,,
00364500,Texas A&M University,2012,6,13,,,,
00364500,Texas A&M University,2013,7,9,,,,
00364500,Texas A&M University,2014,0,4,,,,
00364500,Texas A&M University,2015,0,6,,,,
00364500,Texas A&M University,2016,0,3,,,,
00364500,Texas A&M University,2017,2,,0,0,0,0
00365200,University of Houston,2011,24,3,,,,
00365200,University of Houston,2012,22,2,,,,
00365200,University of Houston,2013,23,4,,,,
00365200,University of Houston,2014,27,6,,3.39,3.09,2.98
00365200,University of Houston,2015,26,13,,3.31,3.11,2.91
00365200,University of Houston,2016,36,9,,3.53,3.31,3.12
00365200,University of Houston,2017,27,,3,3.55,3.43,3.32
00365800,University of Texas at Austin,2011,6,6,,,,
00365800,University of Texas at Austin,2012,9,3,,,,
00365800,University of Texas at Austin,2013,59,1,,,,
00365800,University of Texas at Austin,2014,43,1,,3.62,3.45,3.11
00365800,University of Texas at Austin,2015,37,6,,3.6,3.46,3.32
00365800,University of Texas at Austin,2016,25,2,,3.74,3.47,3.34
00365800,University of Texas at Austin,2017,18,,4,4.01,3.61,3.5
00367000,Brigham Young University,2011,2,1,,,,
00367000,Brigham Young University,2012,4,1,,,,
00367000,Brigham Young University,2013,0,0,,,,
00367000,Brigham Young University,2014,2,0,,,,
00367000,Brigham Young University,2015,8,3,,,3.35,
00367000,Brigham Young University,2016,11,1,,,3.35,
00367000,Brigham Young University,2017,5,,1,0,0,0
00367500,University of Utah,2011,24,2,,,,
00367500,University of Utah,2012,20,0,,,,
00367500,University of Utah,2013,34,1,,,,
00367500,University of Utah,2014,17,2,,3.3,3.07,2.88
00367500,University of Utah,2015,16,1,,3.3,3.12,2.93
00367500,University of Utah,2016,5,2,,,,
00367500,University of Utah,2017,0,,2,0,0,0
00370500,William and Mary Law School,2011,11,3,,,,
00370500,William and Mary Law School,2012,11,12,,,,
00370500,William and Mary Law School,2013,5,11,,,,
00370500,William and Mary Law School,2014,0,5,,,,
00370500,William and Mary Law School,2015,4,6,,,,
00370500,William and Mary Law School,2016,0,8,,,,
00370500,William and Mary Law School,2017,0,,0,0,0,0
00374400,University of Richmond,2011,20,10,,,,
00374400,University of Richmond,2012,17,7,,,,
00374400,University of Richmond,2013,20,8,,,,
00374400,University of Richmond,2014,17,5,,3.4,3.01,2.61
00374400,University of Richmond,2015,13,6,,3.25,3.15,2.87
00374400,University of Richmond,2016,10,5,,,3.18,
00374400,University of Richmond,2017,6,,0,0,0,0
00374500,University of Virginia,2011,12,1,,,,
00374500,University of Virginia,2012,10,3,,,,
00374500,University of Virginia,2013,14,3,,,,
00374500,University of Virginia,2014,4,5,,,,
00374500,University of Virginia,2015,6,1,,,3.74,
00374500,University of Virginia,2016,5,5,,,,
00374500,University of Virginia,2017,4,,1,0,0,0
00374900,George Mason University,2011,5,16,,,,
00374900,George Mason University,2012,23,18,,,,
00374900,George Mason University,2013,12,11,,,,
00374900,George Mason University,2014,14,18,,3.38,3.05,2.9
00374900,George Mason University,2015,14,12,,3.63,3.27,3.03
00374900,George Mason University,2016,11,19,,,3.39,
00374900,George Mason University,2017,12,,8,3.18,3.21,3.4
00376800,Washington and Lee University,2011,22,15,,,,
00376800,Washington and Lee University,2012,8,3,,,,
00376800,Washington and Lee University,2013,1,1,,,,
00376800,Washington and Lee University,2014,0,11,,,,
00376800,Washington and Lee University,2015,9,7,,,3.38,
00376800,Washington and Lee University,2016,1,6,,,,
00376800,Washington and Lee University,2017,1,,3,0,0,0
00377800,Gonzaga University,2011,7,8,,,,
00377800,Gonzaga University,2012,2,12,,,,
00377800,Gonzaga University,2013,1,7,,,,
00377800,Gonzaga University,2014,2,10,,,,
00377800,Gonzaga University,2015,0,9,,,,
00377800,Gonzaga University,2016,0,4,,,,
00377800,Gonzaga University,2017,4,,3,0,0,0
00379001,Seattle University,2011,23,20,,,,
00379001,Seattle University,2012,16,18,,,,
00379001,Seattle University,2013,14,26,,,,
00379001,Seattle University,2014,7,15,,,3,
00379001,Seattle University,2015,5,22,,,,
00379001,Seattle University,2016,2,13,,,,
00379001,Seattle University,2017,6,,13,0,0,0
00379800,University of Washington,2011,12,4,,,,
00379800,University of Washington,2012,20,4,,,,
00379800,University of Washington,2013,27,2,,,,
00379800,University of Washington,2014,18,1,,3.56,3.44,3.18
00379800,University of Washington,2015,14,3,,3.62,3.5,3.35
00379800,University of Washington,2016,14,5,,3.52,3.38,3.08
00379800,University of Washington,2017,10,,4,0,0,0
00382700,West Virginia University,2011,3,4,,,,
00382700,West Virginia University,2012,3,5,,,,
00382700,West Virginia University,2013,2,3,,,,
00382700,West Virginia University,2014,2,2,,,,
00382700,West Virginia University,2015,4,2,,,,
00382700,West Virginia University,2016,2,9,,,,
00382700,West Virginia University,2017,4,,2,0,0,0
00386300,Marquette University,2011,13,10,,,,
00386300,Marquette University,2012,10,7,,,,
00386300,Marquette University,2013,8,7,,,,
00386300,Marquette University,2014,6,18,,,3.12,
00386300,Marquette University,2015,9,16,,,2.93,
00386300,Marquette University,2016,3,14,,,,
00386300,Marquette University,2017,5,,0,0,0,0
00389500,University of Wisconsin,2011,24,8,,,,
00389500,University of Wisconsin,2012,17,9,,,,
00389500,University of Wisconsin,2013,6,8,,,,
00389500,University of Wisconsin,2014,11,10,,,3.45,
00389500,University of Wisconsin,2015,9,6,,,3.57,
00389500,University of Wisconsin,2016,5,7,,,,
00389500,University of Wisconsin,2017,8,,0,0,0,0
00393200,University of Wyoming,2011,5,3,,,,
00393200,University of Wyoming,2012,7,1,,,,
00393200,University of Wyoming,2013,4,1,,,,
00393200,University of Wyoming,2014,3,0,,,,
00393200,University of Wyoming,2015,2,0,,,,
00393200,University of Wyoming,2016,1,4,,,,
00393200,University of Wyoming,2017,1,,0,0,0,0
00393600,Pontifical Catholic University of P.R.,2011,15,36,,,,
00393600,Pontifical Catholic University of P.R.,2012,0,35,,,,
00393600,Pontifical Catholic University of P.R.,2013,1,28,,,,
00393600,Pontifical Catholic University of P.R.,2014,0,26,,,,
00393600,Pontifical Catholic University of P.R.,2015,0,10,,,,
00393600,Pontifical Catholic University of P.R.,2016,1,7,,,,
00393600,Pontifical Catholic University of P.R.,2017,2,,6,0,0,0
00393801,Inter American University of Puerto Rico,2011,31,20,,,,
00393801,Inter American University of Puerto Rico,2012,27,18,,,,
00393801,Inter American University of Puerto Rico,2013,29,13,,,,
00393801,Inter American University of Puerto Rico,2014,23,5,,3.31,3.17,3
00393801,Inter American University of Puerto Rico,2015,9,10,,,3.29,
00393801,Inter American University of Puerto Rico,2016,7,7,,,3.16,
00393801,Inter American University of Puerto Rico,2017,12,,8,3.57,3.38,3
00394200,University of Puerto Rico,2011,11,0,,,,
00394200,University of Puerto Rico,2012,14,0,,,,
00394200,University of Puerto Rico,2013,11,0,,,,
00394200,University of Puerto Rico,2014,7,0,,,3.43,
00394200,University of Puerto Rico,2015,10,0,,,3.46,
00394200,University of Puerto Rico,2016,6,0,,,3.57,
00394200,University of Puerto Rico,2017,8,,4,0,0,0
00394700,University of California-Hastings,2011,32,20,,,,
00394700,University of California-Hastings,2012,28,24,,,,
00394700,University of California-Hastings,2013,26,21,,,,
00394700,University of California-Hastings,2014,24,39,,3.51,3.39,3.24
00394700,University of California-Hastings,2015,20,43,,3.45,3.3,3.18
00394700,University of California-Hastings,2016,10,15,,,3.23,
00394700,University of California-Hastings,2017,5,,0,0,0,0
00396900,University of Minnesota,2011,31,9,,,,
00396900,University of Minnesota,2012,42,8,,,,
00396900,University of Minnesota,2013,45,6,,,,
00396900,University of Minnesota,2014,37,5,,3.3,3.1,2.64
00396900,University of Minnesota,2015,31,13,,3.43,3.12,2.96
00396900,University of Minnesota,2016,12,5,,3.33,3.29,3.18
00396900,University of Minnesota,2017,4,,8,0,0,0
00497700,South Texas College of Law,2011,14,10,,,,
00497700,South Texas College of Law,2012,11,10,,,,
00497700,South Texas College of Law,2013,15,16,,,,
00497700,South Texas College of Law,2014,4,23,,,,
00497700,South Texas College of Law,2015,9,19,,,2.79,
00497700,South Texas College of Law,2016,6,32,,,2.8,
00497700,South Texas College of Law,2017,8,,35,0,0,0
00891600,New England Law | Boston,2011,2,33,,,,
00891600,New England Law | Boston,2012,2,57,,,,
00891600,New England Law | Boston,2013,2,43,,,,
00891600,New England Law | Boston,2014,4,26,,,,
00891600,New England Law | Boston,2015,0,22,,,,
00891600,New England Law | Boston,2016,0,6,,,,
00891600,New England Law | Boston,2017,1,,8,0,0,0
00927500,Northern Kentucky University,2011,3,8,,,,
00927500,Northern Kentucky University,2012,5,5,,,,
00927500,Northern Kentucky University,2013,3,10,,,,
00927500,Northern Kentucky University,2014,5,6,,,,
00927500,Northern Kentucky University,2015,3,5,,,,
00927500,Northern Kentucky University,2016,2,2,,,,
00927500,Northern Kentucky University,2017,8,,2,0,0,0
00963500,Florida International University,2011,10,4,,,,
00963500,Florida International University,2012,10,5,,,,
00963500,Florida International University,2013,14,7,,,,
00963500,Florida International University,2014,22,6,,3.53,3.18,2.89
00963500,Florida International University,2015,24,0,,3.25,3.15,3.04
00963500,Florida International University,2016,16,4,,3.3,3.12,2.98
00963500,Florida International University,2017,7,,1,0,0,0
01014205,Touro College,2011,23,51,,,,
01014205,Touro College,2012,13,41,,,,
01014205,Touro College,2013,8,51,,,,
01014205,Touro College,2014,6,40,,,2.38,
01014205,Touro College,2015,3,34,,,,
01014205,Touro College,2016,0,26,,,,
01014205,Touro College,2017,4,,1,0,0,0
01014913,Pepperdine University,2011,16,8,,,,
01014913,Pepperdine University,2012,17,4,,,,
01014913,Pepperdine University,2013,15,10,,,,
01014913,Pepperdine University,2014,10,13,,,3.13,
01014913,Pepperdine University,2015,12,15,,3.39,3.31,3.11
01014913,Pepperdine University,2016,4,15,,,,
01014913,Pepperdine University,2017,6,,12,0,0,0
01039501,University of San Diego,2011,35,15,,,,
01039501,University of San Diego,2012,9,20,,,,
01039501,University of San Diego,2013,29,11,,,,
01039501,University of San Diego,2014,16,14,,3.44,3.26,3.11
01039501,University of San Diego,2015,8,7,,,3.2,
01039501,University of San Diego,2016,12,8,,3.48,3.43,3.04
01039501,University of San Diego,2017,11,,0,0,0,0
01085400,Thomas Jefferson School of Law,2011,3,43,,,,
01085400,Thomas Jefferson School of Law,2012,9,49,,,,
01085400,Thomas Jefferson School of Law,2013,1,30,,,,
01085400,Thomas Jefferson School of Law,2014,4,23,,,,
01085400,Thomas Jefferson School of Law,2015,1,17,,,,
01085400,Thomas Jefferson School of Law,2016,1,31,,,,
01085400,Thomas Jefferson School of Law,2017,3,,10,0,0,0
01164901,Loyola Marymount University-Los Angeles,2011,44,13,,,,
01164901,Loyola Marymount University-Los Angeles,2012,46,16,,,,
01164901,Loyola Marymount University-Los Angeles,2013,27,15,,,,
01164901,Loyola Marymount University-Los Angeles,2014,32,22,,3,3,3
01164901,Loyola Marymount University-Los Angeles,2015,17,8,,3.29,3.26,3.12
01164901,Loyola Marymount University-Los Angeles,2016,43,9,,3.3,3.16,3.02
01164901,Loyola Marymount University-Los Angeles,2017,41,,0,3.23,3.2,3.06
01193400,Vermont Law School,2011,4,4,,,,
01193400,Vermont Law School,2012,2,8,,,,
01193400,Vermont Law School,2013,0,14,,,,
01193400,Vermont Law School,2014,4,13,,,,
01193400,Vermont Law School,2015,0,12,,,,
01193400,Vermont Law School,2016,1,3,,,,
01193400,Vermont Law School,2017,6,,6,0,0,0
01262700,Western Michigan University,2011,11,227,,,,
01262700,Western Michigan University,2012,9,165,,,,
01262700,Western Michigan University,2013,7,67,,,,
01262700,Western Michigan University,2014,2,77,,,,
01262700,Western Michigan University,2015,8,30,,,,
01262700,Western Michigan University,2016,2,19,,,,
01262700,Western Michigan University,2017,6,,9,0,0,0
01310300,California Western School of Law,2011,6,10,,,,
01310300,California Western School of Law,2012,4,12,,,,
01310300,California Western School of Law,2013,3,14,,,,
01310300,California Western School of Law,2014,4,6,,,,
01310300,California Western School of Law,2015,4,8,,,,
01310300,California Western School of Law,2016,1,11,,,,
01310300,California Western School of Law,2017,6,,6,0,0,0
02053000,Liberty University,2011,2,4,,,,
02053000,Liberty University,2012,1,4,,,,
02053000,Liberty University,2013,2,11,,,,
02053000,Liberty University,2014,1,0,,,,
02053000,Liberty University,2015,1,2,,,,
02053000,Liberty University,2016,1,0,,,,
02053000,Liberty University,2017,1,,0,0,0,0
02179937,Western State College of Law,2011,11,16,,,,
02179937,Western State College of Law,2012,7,12,,,,
02179937,Western State College of Law,2013,7,11,,,,
02179937,Western State College of Law,2014,3,5,,,,
02179937,Western State College of Law,2015,2,5,,,,
02179937,Western State College of Law,2016,13,8,,3.32,2.85,2.7
02179937,Western State College of Law,2017,26,,4,2.94,2.86,2.74
03091300,Regent University,2011,4,6,,,,
03091300,Regent University,2012,3,2,,,,
03091300,Regent University,2013,0,3,,,,
03091300,Regent University,2014,3,1,,,,
03091300,Regent University,2015,4,2,,,,
03091300,Regent University,2016,2,0,,,,
03091300,Regent University,2017,4,,0,0,0,0
03173300,Atlanta's John Marshall Law School,2011,17,26,,,,
03173300,Atlanta's John Marshall Law School,2012,11,33,,,,
03173300,Atlanta's John Marshall Law School,2013,15,38,,,,
03173300,Atlanta's John Marshall Law School,2014,9,46,,,2.44,
03173300,Atlanta's John Marshall Law School,2015,17,44,,2.53,2.37,2.14
03173300,Atlanta's John Marshall Law School,2016,8,32,,,2.57,
03173300,Atlanta's John Marshall Law School,2017,14,,0,2.83,2.54,2.41
03191300,City University of New York,2011,3,2,,,,
03191300,City University of New York,2012,5,2,,,,
03191300,City University of New York,2013,2,2,,,,
03191300,City University of New York,2014,8,2,,,2.91,
03191300,City University of New York,2015,8,1,,,2.86,
03191300,City University of New York,2016,5,5,,,,
03191300,City University of New York,2017,0,,5,0,0,0
03374300,Florida Coastal School of Law,2011,3,90,,,,
03374300,Florida Coastal School of Law,2012,7,114,,,,
03374300,Florida Coastal School of Law,2013,5,97,,,,
03374300,Florida Coastal School of Law,2014,9,55,,,2.29,
03374300,Florida Coastal School of Law,2015,2,73,,,,
03374300,Florida Coastal School of Law,2016,2,40,,,,
03374300,Florida Coastal School of Law,2017,6,,33,0,0,0
03559300,Appalachian School of Law,2011,0,6,,,,
03559300,Appalachian School of Law,2012,3,14,,,,
03559300,Appalachian School of Law,2013,6,4,,,,
03559300,Appalachian School of Law,2014,3,5,,,,
03559300,Appalachian School of Law,2015,1,4,,,,
03559300,Appalachian School of Law,2016,0,2,,,,
03559300,Appalachian School of Law,2017,19,,0,3.18,2.87,2.51
03691400,Ave Maria School of Law,2011,2,18,,,,
03691400,Ave Maria School of Law,2012,1,21,,,,
03691400,Ave Maria School of Law,2013,3,17,,,,
03691400,Ave Maria School of Law,2014,1,22,,,,
03691400,Ave Maria School of Law,2015,1,12,,,,
03691400,Ave Maria School of Law,2016,1,12,,,,
03691400,Ave Maria School of Law,2017,1,,6,0,0,0
04096300,Charleston School of Law,2011,5,13,,,,
04096300,Charleston School of Law,2012,5,24,,,,
04096300,Charleston School of Law,2013,4,44,,,,
04096300,Charleston School of Law,2014,4,41,,,,
04096300,Charleston School of Law,2015,3,42,,,,
04096300,Charleston School of Law,2016,2,12,,,,
04096300,Charleston School of Law,2017,61,,20,2.48,2.33,2.17
04131400,Arizona Summit Law School,2011,11,31,,,,
04131400,Arizona Summit Law School,2012,4,77,,,,
04131400,Arizona Summit Law School,2013,3,95,,,,
04131400,Arizona Summit Law School,2014,2,62,,,,
04131400,Arizona Summit Law School,2015,0,57,,,,
04131400,Arizona Summit Law School,2016,1,60,,,,
04131400,Arizona Summit Law School,2017,0,,15,0,0,0
04143500,Charlotte School of Law,2011,10,22,,,,
04143500,Charlotte School of Law,2012,5,43,,,,
04143500,Charlotte School of Law,2013,5,66,,,,
04143500,Charlotte School of Law,2014,1,52,,,,
04143500,Charlotte School of Law,2015,3,38,,,,
04143500,Charlotte School of Law,2016,3,17,,,,
04242101,UNT Dallas College Of Law,2015,0,0,,,,
04242101,UNT Dallas College Of Law,2016,0,0,,,,
04242101,UNT Dallas College Of Law,2017,0,,0,0,0,0
